label,text
inform,im looking for an expensive restaurant and it should serve malaysian food
inform,is there staurant that serves unusual food
request,what kind of food do they serve
request,whats the phone number
inform,i dont care
thankyou,thank you good bye
confirm,does it serve m african food
thankyou,thank you good bye
inform,im looking for an expensive restaurant serving kitalian food
inform,expensive
thankyou,thank you good b
inform,crossover food
inform,moderately priced
reqalts,what about the center of town
affirm,yes
negate,no south part of town
request,what is the phone
inform,expensive
request,whats the address
request,whats the phone number
null,noise
confirm,is it in the center
inform,swedish food
affirm,yes
inform,can you tell me about an expensive restaurant in the south
request,whats the address and phone number
null,um
inform,turkish food
request,phone number
request,can i have the address of the last one
request,what is the address
request,whats the phone number
inform,german food
request,phone number
inform,french food
request,phone number
inform,expensive
inform,asian oriental
thankyou,thank you good bye
request,can i have the address of it
inform,for an expensive restaurant in the east part of town
thankyou,thank you good bye
request,address
reqalts,is there anything else
thankyou,thank you good bye
inform,korean
request,whats the address
inform,the south part of town
inform,any price range
null,than
inform,food
thankyou,thank you good bye
affirm,yes
inform,a cheap restaurant in the south part of town
inform,any
affirm,yes
thankyou,thank you good bye
request,phone number
request,whats the address
request,what is little seouls phone number
request,what is the phone number
inform,spanish food
affirm,yes moderate priced
thankyou,thank you goodbye
request,phone number
inform,cheap restaurant in the north part of town
null,how about
inform,greek
inform,dont care
reqalts,anything else
inform,im looking for a cheap restaurant in the south part of the town
inform,im looking for a restaurant that serves unintelligible
inform,moderate
reqalts,anything else
null,unintelligible
inform,i do not care
inform,brazilian
inform,it doesnt matter
request,and whats the price range
request,and whats the price range
thankyou,thank you good bye
inform,can i have moderately priced restaurant in the west part of town
thankyou,thank you good bye
bye,goodbye
null,noise
inform,food
affirm,yes
thankyou,thank you good bye
request,phone number
request,price range
reqalts,how about korean
null,sil
inform,i want a moderately priced restaurant in the west part of town
null,um breath
null,noise
inform,it doesnt matter
reqalts,how about korean
inform,food
request,phone number
inform,food
request,phone number
request,whats the address
request,whats the address
request,expensive price range
repeat,can you repeat that
request,phone number
affirm,yes danish food
inform,gastropub
inform,west
bye,goodbye
inform,venetian
thankyou,thank you good bye
reqalts,is there a restaurant serving vietnamese food
request,postcode
inform,i am looking for a restaurant in the north part of town it shou
request,part of town
inform,im looking for a restaurant serving international food
null,sil
inform,east
reqalts,sure how about asian food
request,the phone number
null,sil
thankyou,thank you good bye
inform,i dont care
inform,vietnamese food
inform,any
inform,center area
thankyou,thank you good bye
negate,no
inform,i would like a restaurant that serves korean food
inform,moderate
request,what type of food
thankyou,thank you good bye
inform,id like a cheap restaurant in the east part of town
request,the price range
inform,international food
request,whats the phone number
inform,a cheap restaurant in the south part of town
request,could i have the address please
affirm,yes
thankyou,thank you good bye
inform,expensive
request,address
inform,looking for a restaurant in the east part of town
inform,im looking for a restaurant in the west park of town that serves australian food
affirm,uh yes can i find a restaurant in the east part of town that serves chinese
thankyou,thank you good bye
thankyou,thank you good bye
thankyou,thank you good bye
request,phone number
request,address
null,okay
inform,im looking for a restaurant in the center
reqalts,how about european
inform,doesnt matter
request,post code
request,whats its address
inform,i want expensive food in the east part of town
inform,im looking for a restaurant in the south part of town
inform,afghan food
bye,goodbye
inform,international food
inform,can i find something in the west part of town
thankyou,thank you goodbye
null,noise
request,whats the address
inform,any
inform,dont care
inform,expensive
reqalts,how about asian food
thankyou,thank you good bye
inform,cheap
request,type of food do they serve
inform,south
request,what is price range
request,what is the address
reqalts,anything else
null,noise
inform,the north part of tow
reqalts,is there anything else
inform,i do not care
reqalts,how about european food
affirm,yes
inform,north
inform,uh cheap restaurant serving scandinavian food
request,and the address
thankyou,thank you good bye
affirm,yes that serves british food
inform,food
request,whats its post code
thankyou,thank you good bye
thankyou,thank you good bye
ack,okay show me the least
inform,center
request,may i have the address and the type of food
inform,it doesnt matter
inform,moderate
request,and the phone number
inform,i dont care
inform,any
request,phone number
thankyou,thank you good bye
request,the phone number
inform,in the south part of town
reqalts,is there anything else
confirm,is it hungarian food
inform,expensive restaurant
